,timestamp,day,x-axis,y-axis,z-axis0,2019-02-27 14:06:08,Wednesday,-0.94,-0.076,-0.184
0,2019-02-27 14:06:12,Wednesday,-0.944,-0.068,-0.196
0,2019-02-27 14:06:15,Wednesday,-0.948,-0.072,-0.188
0,2019-02-27 14:06:19,Wednesday,-0.944,-0.076,-0.196
0,2019-02-27 14:06:22,Wednesday,-0.94,-0.076,-0.184
0,2019-02-27 14:06:25,Wednesday,-0.944,-0.072,-0.188
0,2019-02-27 14:06:28,Wednesday,-0.944,-0.068,-0.18
0,2019-02-27 14:06:32,Wednesday,-0.94,-0.064,-0.196
0,2019-02-27 14:06:35,Wednesday,-0.944,-0.064,-0.2
0,2019-02-27 14:06:38,Wednesday,-0.948,-0.076,-0.188
0,2019-02-27 14:06:42,Wednesday,-0.944,-0.072,-0.188
0,2019-02-27 14:06:45,Wednesday,-0.948,-0.076,-0.192
0,2019-02-27 14:06:48,Wednesday,-0.948,-0.072,-0.176
0,2019-02-27 14:06:52,Wednesday,-0.94,-0.076,-0.188
0,2019-02-27 14:06:55,Wednesday,-0.944,-0.076,-0.192
0,2019-02-27 14:06:58,Wednesday,-0.94,-0.076,-0.192
0,2019-02-27 14:07:02,Wednesday,-0.944,-0.076,-0.196
0,2019-02-27 14:07:05,Wednesday,-0.944,-0.08,-0.188
0,2019-02-27 14:07:08,Wednesday,-0.944,-0.08,-0.192
0,2019-02-27 14:07:12,Wednesday,-0.936,-0.076,-0.192
0,2019-02-27 14:07:16,Wednesday,-0.944,-0.08,-0.192
0,2019-02-27 14:07:19,Wednesday,-0.94,-0.08,-0.196
0,2019-02-27 14:07:23,Wednesday,-0.94,-0.084,-0.196
0,2019-02-27 14:07:26,Wednesday,-0.936,-0.08,-0.196
0,2019-02-27 14:07:29,Wednesday,-0.932,-0.096,-0.192
0,2019-02-27 14:07:33,Wednesday,-0.94,-0.08,-0.208
0,2019-02-27 14:07:36,Wednesday,-0.944,-0.08,-0.2
0,2019-02-27 14:07:40,Wednesday,-0.944,-0.08,-0.196
0,2019-02-27 14:07:43,Wednesday,-0.94,-0.08,-0.196
0,2019-02-27 14:07:47,Wednesday,-0.94,-0.08,-0.2
0,2019-02-27 14:07:50,Wednesday,-0.944,-0.08,-0.2
0,2019-02-27 14:07:54,Wednesday,-0.936,-0.088,-0.188
0,2019-02-27 14:07:57,Wednesday,-0.944,-0.084,-0.192
0,2019-02-27 14:08:01,Wednesday,-0.944,-0.076,-0.196
0,2019-02-27 14:08:04,Wednesday,-0.948,-0.076,-0.188
0,2019-02-27 14:08:07,Wednesday,-0.944,-0.08,-0.2
0,2019-02-27 14:08:10,Wednesday,-0.94,-0.08,-0.192
0,2019-02-27 14:08:14,Wednesday,-0.948,-0.072,-0.188
0,2019-02-27 14:08:18,Wednesday,-0.944,-0.076,-0.184
0,2019-02-27 14:08:21,Wednesday,-0.94,-0.08,-0.196
0,2019-02-27 14:08:25,Wednesday,-0.948,-0.076,-0.188
0,2019-02-27 14:08:28,Wednesday,-0.948,-0.076,-0.192
0,2019-02-27 14:08:31,Wednesday,-0.944,-0.08,-0.192
0,2019-02-27 14:08:35,Wednesday,-0.94,-0.072,-0.196
0,2019-02-27 14:08:38,Wednesday,-0.936,-0.08,-0.188
0,2019-02-27 14:08:42,Wednesday,-0.952,-0.06,-0.18
0,2019-02-27 14:08:45,Wednesday,-0.952,-0.024,-0.192
0,2019-02-27 14:08:48,Wednesday,-0.948,-0.032,-0.188
0,2019-02-27 14:08:52,Wednesday,-0.948,-0.02,-0.184
0,2019-02-27 14:08:55,Wednesday,-0.94,-0.032,-0.184
0,2019-02-27 14:08:58,Wednesday,-0.944,-0.028,-0.192
0,2019-02-27 14:09:02,Wednesday,-0.944,-0.032,-0.2
0,2019-02-27 14:09:06,Wednesday,-0.948,-0.032,-0.188
0,2019-02-27 14:09:09,Wednesday,-0.944,-0.032,-0.192
0,2019-02-27 14:09:13,Wednesday,-0.944,-0.028,-0.192
0,2019-02-27 14:09:16,Wednesday,-0.952,-0.024,-0.188
0,2019-02-27 14:09:19,Wednesday,-0.948,-0.02,-0.184
0,2019-02-27 14:09:22,Wednesday,-0.94,-0.036,-0.188
0,2019-02-27 14:09:26,Wednesday,-0.944,-0.032,-0.188
0,2019-02-27 14:09:29,Wednesday,-0.944,-0.028,-0.192
0,2019-02-27 14:09:32,Wednesday,-0.944,-0.024,-0.192
0,2019-02-27 14:09:36,Wednesday,-0.948,-0.024,-0.184
0,2019-02-27 14:09:39,Wednesday,-0.948,-0.024,-0.184
0,2019-02-27 14:09:42,Wednesday,-0.948,-0.028,-0.184
0,2019-02-27 14:09:46,Wednesday,-0.94,-0.032,-0.188
0,2019-02-27 14:09:49,Wednesday,-0.944,-0.036,-0.184
0,2019-02-27 14:09:52,Wednesday,-0.948,-0.028,-0.188
