File,File Size,Number of Points,FFT Time,FFT Function,Load Time,Plot Time,RMS Time
EAPCC3.csv,6431,655,0.012646999999999964,FFTW,0.007762999999999964,,0.04233100000000001,
EAPCC3.csv,6431,655,0.013361999999999985,Builder,0.007762999999999964,,0.04233100000000001,
