File,File Size,Number of Points,FFT Time,FFT Function,Load Time,Plot Time,RMS Time
EAPCC.csv,7667,784,0.013834000000000013,FFTW,0.005342999999999987,,0.04656300000000002,
EAPCC.csv,7667,784,0.015336999999999934,Builder,0.005342999999999987,,0.04656300000000002,
