File,File Size,Number of Points,FFT Time,FFT Function,Load Time,Plot Time,RMS Time
aircraft.csv,35448352,2465342,0.657016,FFTW,0.40355399999999997,,0.8407680000000002,
aircraft.csv,35448352,2465342,0.5884180000000003,Builder,0.40355399999999997,,0.8407680000000002,
